ChimeraID	HostBGC	HostOrganism	HostCompound	DonorBGC	DonorOrganism	DonorProtein	DonorProduct	DonorLength	SwapPosition	AssemblySize	MeanDJCS	MinDJCS	MaxDJCS	MeanDeltaH	Rescued	RescueLinker	ProteinIDs
CHM_07730	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000008	Aspergillus flavus	AAS90025.1	HexB	1888	4	6	98.9526	97.1722	99.9754	0.164	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;AAS90025.1;QPP46760.1
CHM_07824	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04244	lovastatin nonaketide synthase	3875	0	3	98.9484	98.1975	99.6992	0.2017	False		PTRG_04244;ATEG_03630;ATEG_03635
CHM_07898	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002500	Streptomyces pactum	QPP46750.1	polyketide synthase	3070	2	3	98.9321	98.0708	99.7934	0.1967	False		ATEG_03629;ATEG_03630;QPP46750.1
CHM_02078	BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	BGC0000186	Burkholderia thailandensis E264	BTH_II1667	polyketide synthase, putative	1901	1	3	98.932	98.5524	99.3116	0.2167	False		AO090701000525;BTH_II1667;AO090701000530
CHM_02090	BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	BGC0000275	Streptomyces glaucescens	AAA67509.1	tetracenomycin C resistance and export protein	538	1	3	98.9301	97.9399	99.9203	0.1833	False		AO090701000525;AAA67509.1;AO090701000530
CHM_07851	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAJ21198.2	non-ribosomal peptide synthetase	1598	0	3	98.9274	98.1557	99.6992	0.2033	False		CAJ21198.2;ATEG_03630;ATEG_03635
CHM_07800	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002253	Aspergillus sp. FM242	QKG86292.1	enoyl reductase	544	0	3	98.9064	98.1135	99.6992	0.205	False		QKG86292.1;ATEG_03630;ATEG_03635
CHM_06060	BGC0002021	Actinoplanes missouriensis 431	fogacin	BGC0001303	Micromonospora sp. RL09-050-HVF-A	ALA09371.1	type I modular PKS	7093	1	2	98.9021	98.9021	98.9021	0.2233	False		AMIS_50350;ALA09371.1
CHM_07602	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04251	MFS gliotoxin efflux transporter GliA	557	1	6	98.9011	96.3476	99.9939	0.1533	False		QPP46759.1;PTRG_04251;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_08317	BGC0002324	Archangium violaceum	myxochelin B	BGC0002342	Myxococcus xanthus	QKW94281.1	long-chain-fatty-acid--CoA ligase	526	2	3	98.9001	98.5149	99.2854	0.22	False		JQX13_35810;JQX13_35820;QKW94281.1
CHM_07786	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000117	Streptomyces avermitilis	BAB69196.1	modular polyketide synthase	3613	0	6	98.8987	96.3476	99.9978	0.1547	False		BAB69196.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07581	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000163	Streptomyces longisporoflavus	ACR50792.1	putative acyl-CoA synthase	520	0	6	98.8984	96.3476	99.9961	0.1553	False		ACR50792.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09003	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	0	3	98.8982	98.7679	99.0286	0.2233	False		HXS80_03465;AFJ52712.1;AFJ52700.1
CHM_07726	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000008	Aspergillus flavus	AAS90033.1	VerB	500	0	6	98.896	96.3476	99.9843	0.158	False		AAS90033.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07566	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001001	Lyngbya majuscula	AAS98784.1	JamM	999	0	6	98.8909	96.3476	99.9754	0.1613	False		AAS98784.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07671	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001729	Penicillium brasilianum	BAV69313.1	PrhL	2475	0	6	98.885	96.3476	99.9754	0.164	False		BAV69313.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04423	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0002253	Aspergillus sp. FM242	QKG86297.1	fungal specific transcription factor domain protein	794	1	4	98.883	96.6894	99.9843	0.15	False		CAM59601.1;QKG86297.1;CAJ21199.2;CAM59606.1
CHM_07594	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000122	Nannocystis pusilla	AHN85651.1	Phn2	7362	3	6	98.8823	96.8544	99.9754	0.1847	False		QPP46759.1;QPP46749.1;QPP46750.1;AHN85651.1;QPP46758.1;QPP46760.1
CHM_02789	BGC0002869	Streptomyces sp. CB04723	Tripmycin A	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04326	polyketide synthase	2176	1	3	98.879	97.759	99.999	0.1633	False		HXS80_03335;MYSTI_04326;HXS80_03465
CHM_08444	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0002324	Archangium violaceum	JQX13_35830	TonB-dependent siderophore myxochelin receptor MxcH	845	0	3	98.8733	98.5149	99.2317	0.2233	False		JQX13_35830;H5968_00855;H5968_00880
CHM_08450	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33770	AfsR/SARP family transcriptional regulator	695	0	3	98.8733	98.5149	99.2317	0.2233	False		IF70_RS33770;H5968_00855;H5968_00880
CHM_07661	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001857	Aspergillus sp. CLMG-2019a	QBE85649.1	BuaA	3987	0	6	98.8732	96.3476	99.9754	0.168	False		QBE85649.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_01967	BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	BGC0000032	Streptomyces chartreusis NRRL 3882	AEH42470.1	peptidase S15	680	1	3	98.87	98.1135	99.6266	0.2117	False		AO090701000525;AEH42470.1;AO090701000530
CHM_09444	BGC0000275	Streptomyces glaucescens	tetracenomycin C	BGC0001073	Micromonospora sp. TP-A0468	AFJ52660.1	nonribosomal peptide synthetase	520	1	2	98.8692	98.8692	98.8692	0.2267	False		AAA67509.1;AFJ52660.1
CHM_07923	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0002342	Myxococcus xanthus	QKW94305.1	AMP-dependent synthetase/ligase	1216	0	3	98.8634	98.0276	99.6992	0.2083	False		QKW94305.1;ATEG_03630;ATEG_03635
CHM_07644	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000113	Streptomyces caelestis	AAC46028.1	polyketide synthase module 7	1879	3	6	98.8606	96.3476	99.9754	0.174	False		QPP46759.1;QPP46749.1;QPP46750.1;AAC46028.1;QPP46758.1;QPP46760.1
CHM_09021	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000038	Streptomyces coelicolor A3(2)	CAC37879.1	putative integral membrane transport protein	543	0	3	98.8511	98.7679	98.9344	0.2283	False		CAC37879.1;AFJ52712.1;AFJ52700.1
CHM_07751	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001073	Micromonospora sp. TP-A0468	AFJ52660.1	nonribosomal peptide synthetase	520	0	6	98.8489	96.3476	99.9754	0.174	False		AFJ52660.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09531	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000105	Streptomyces nanchangensis	AAP42858.1	NanA4	3956	4	5	98.846	95.9289	99.9939	0.1583	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AAP42858.1
CHM_07601	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04244	lovastatin nonaketide synthase	3875	0	6	98.8457	96.3476	99.9754	0.1747	False		PTRG_04244;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09556	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000113	Streptomyces caelestis	AAC46028.1	polyketide synthase module 7	1879	4	5	98.8453	95.9289	99.9911	0.1592	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AAC46028.1
CHM_09596	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002190	Acremonium chrysogenum ATCC 11550	ACRE_048130	putative transporter-like protein	519	4	5	98.8453	95.9289	99.9911	0.1592	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;ACRE_048130
CHM_07736	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00880	fatty acyl-AMP ligase	626	0	6	98.8424	96.3476	99.9754	0.1753	False		H5968_00880;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07920	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0000275	Streptomyces glaucescens	AAA67509.1	tetracenomycin C resistance and export protein	538	0	3	98.8416	97.984	99.6992	0.21	False		AAA67509.1;ATEG_03630;ATEG_03635
CHM_07561	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002253	Aspergillus sp. FM242	QKG86295.1	non-reducing polyketide synthase	2076	0	6	98.839	96.3476	99.9754	0.176	False		QKG86295.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_02900	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0001299	Sorangium cellulosum	ALD83701.1	tandem AT-AT-ER domain protein	1153	0	2	98.8359	98.8359	98.8359	0.23	False		ALD83701.1;API82664.1
CHM_09461	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001971	Okeania hirsuta	AZH23823.1	MgiK	1238	4	5	98.8297	95.9289	99.9801	0.1683	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AZH23823.1
CHM_01985	BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	BGC0000122	Nannocystis pusilla	AHN85651.1	Phn2	7362	1	3	98.8291	98.0708	99.5874	0.2167	False		AO090701000525;AHN85651.1;AO090701000530
CHM_07756	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000181	Bacillus velezensis FZB42	CAG23970.2	polyketide synthase type I	1287	0	6	98.8283	96.3476	99.9754	0.178	False		CAG23970.2;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09586	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001729	Penicillium brasilianum	BAV69301.1	putative transcription factor	720	4	5	98.8276	95.9289	99.9801	0.1692	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;BAV69301.1
CHM_07767	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002342	Myxococcus xanthus	QKW94285.1	short-chain dehydrogenase/reductase SDR	2460	1	6	98.8214	96.3476	99.9754	0.1847	False		QPP46759.1;QKW94285.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09000	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	PTRG_04244	lovastatin nonaketide synthase	3875	0	3	98.8186	98.7679	98.8692	0.2317	False		PTRG_04244;AFJ52712.1;AFJ52700.1
CHM_02491	BGC0002083	Burkholderia gladioli	gladiofungin A	BGC0001162	Moorea producens JHB	AHH34189.1	polyketide synthase	2294	2	5	98.8116	96.6336	99.8464	0.2025	False		LvStA_05064;LvStA_05069;AHH34189.1;LvStA_05071;LvStA_05073
CHM_07582	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000163	Streptomyces longisporoflavus	ACR50785.1	polyketide synthase	5029	1	6	98.8049	96.3476	99.9754	0.1873	False		QPP46759.1;ACR50785.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07646	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAM59601.1	non-ribosomal peptide synthetase/polyketide synthase hybrid enzyme	1416	0	6	98.8042	96.3476	99.9754	0.182	False		CAM59601.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_08992	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002237	Aspergillus oryzae RIB40	AO090701000530		1891	1	3	98.8027	97.759	99.8464	0.2017	False		AFJ52660.1;AO090701000530;AFJ52700.1
CHM_02922	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33710	AMP-binding protein	617	0	2	98.8022	98.8022	98.8022	0.2333	False		IF70_RS33710;API82664.1
CHM_08454	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0001073	Micromonospora sp. TP-A0468	AFJ52712.1	SNF2/RAD54 family helicase	929	1	3	98.8019	98.7679	98.8359	0.2333	False		H5968_00850;AFJ52712.1;H5968_00880
CHM_09084	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0002480	Sphaerospermopsis sp. LEGE 00249	H5968_00850	non-ribosomal peptide synthetase (depsipeptide synthetase)	2325	0	3	98.8019	98.7679	98.8359	0.2333	False		H5968_00850;AFJ52712.1;AFJ52700.1
CHM_07691	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002141	Streptomyces bottropensis DO-45	AKT74259.1	TxnA4	561	0	6	98.7998	96.3476	99.9754	0.1827	False		AKT74259.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09544	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000040	Streptomyces neyagawaensis	AAZ94401.1	2,3-dehydratase	500	2	5	98.797	96.2891	99.9371	0.1933	False		QKW94305.1;QKW94294.1;AAZ94401.1;QKW94281.1;QKW94285.1
CHM_09546	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000040	Streptomyces neyagawaensis	AAZ94387.1	modular polyketide synthase	4825	4	5	98.7885	95.9289	99.9801	0.18	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AAZ94387.1
CHM_02147	BGC0000122	Nannocystis pusilla	phenylnannolone A	BGC0000105	Streptomyces nanchangensis	AAP42879.1	NanG7	611	1	3	98.787	98.0276	99.5463	0.2217	False		AHN85651.1;AAP42879.1;AHN85644.1
CHM_02753	BGC0002869	Streptomyces sp. CB04723	Tripmycin A	BGC0000297	Planktothrix agardhii NIVA-CYA 126	CAJ21198.2	non-ribosomal peptide synthetase	1598	1	3	98.7832	97.8504	99.7161	0.2133	False		HXS80_03335;CAJ21198.2;HXS80_03465
CHM_09644	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000008	Aspergillus flavus	AAS90025.1	HexB	1888	2	5	98.7816	96.2891	99.9939	0.1883	False		QKW94305.1;QKW94294.1;AAS90025.1;QKW94281.1;QKW94285.1
CHM_07656	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001544	Aspergillus campestris IBT 28561	P168DRAFT_294109	cytochrome P450	523	0	6	98.7766	96.3476	99.9754	0.186	False		P168DRAFT_294109;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09541	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001303	Micromonospora sp. RL09-050-HVF-A	ALA09357.1	type I modular PKS	2979	4	5	98.7679	95.9289	99.9801	0.1842	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;ALA09357.1
CHM_08983	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000967	uncultured Candidatus Entotheonella sp.	BAP05595.1	CalG	5808	1	3	98.753	97.7126	99.7934	0.21	False		AFJ52660.1;BAP05595.1;AFJ52700.1
CHM_07761	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000275	Streptomyces glaucescens	AAA67511.1	hydroxylase	561	0	6	98.7509	96.3476	99.9754	0.1893	False		AAA67511.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05089	BGC0001857	Aspergillus sp. CLMG-2019a	burnettramic acid A	BGC0000345	Streptomyces hygroscopicus	AHB38508.1	EpnF	599	1	3	98.7442	98.3994	99.0891	0.2367	False		QBE85643.1;AHB38508.1;QBE85649.1
CHM_07716	BGC0002500	Streptomyces pactum	NFAT-133	BGC0001005	Bacillus subtilis	AHI59110.1	locillomycin synthase C	2126	0	6	98.74	96.3476	99.9754	0.1907	False		AHI59110.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_04881	BGC0001544	Aspergillus campestris IBT 28561	chlorflavonin	BGC0002083	Burkholderia gladioli	LvStA_05071	Asparagine synthetase [glutamine-hydrolyzing] 1	665	0	3	98.7382	97.7126	99.7639	0.2133	False		LvStA_05071;P168DRAFT_331182;P168DRAFT_294109
CHM_07596	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002083	Burkholderia gladioli	LvStA_05070	Polyketide synthase PksL	3248	0	6	98.7344	96.3476	99.9754	0.1913	False		LvStA_05070;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07618	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000105	Streptomyces nanchangensis	AAP42860.1	NanA6	1665	2	6	98.7314	96.3476	99.999	0.1927	False		QPP46759.1;QPP46749.1;AAP42860.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_07860	BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde	BGC0001857	Aspergillus sp. CLMG-2019a	QBE85649.1	BuaA	3987	0	3	98.7291	97.759	99.6992	0.2183	False		QBE85649.1;ATEG_03630;ATEG_03635
CHM_09666	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33780	FAD-dependent oxidoreductase	536	4	5	98.7287	95.9289	99.9801	0.1908	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;IF70_RS33780
CHM_08320	BGC0002324	Archangium violaceum	myxochelin B	BGC0001069	Sorangium cellulosum	AAY89048.1	acyltransferase/oxidoreductase	806	2	3	98.7246	98.5149	98.9344	0.24	False		JQX13_35810;JQX13_35820;AAY89048.1
CHM_09065	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04321	polyketide synthase	2143	2	3	98.7127	98.5895	98.8359	0.2417	False		AFJ52660.1;AFJ52712.1;MYSTI_04321
CHM_08475	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0000117	Streptomyces avermitilis	BAB69199.1	modular polyketide synthase	3970	1	3	98.7108	98.5524	98.8692	0.2417	False		H5968_00850;BAB69199.1;H5968_00880
CHM_09360	BGC0000275	Streptomyces glaucescens	tetracenomycin C	BGC0001971	Okeania hirsuta	AZH23824.1	hypothetical protein	779	1	2	98.698	98.698	98.698	0.2433	False		AAA67509.1;AZH23824.1
CHM_04591	BGC0000297	Planktothrix agardhii NIVA-CYA 126	aeruginoside 126B	BGC0001069	Sorangium cellulosum	AAY89053.1	polyketide synthase	5866	1	4	98.6793	96.6894	99.9371	0.2022	False		CAM59601.1;AAY89053.1;CAJ21199.2;CAM59606.1
CHM_08287	BGC0002324	Archangium violaceum	myxochelin B	BGC0001005	Bacillus subtilis	AHI59107.1	locillomycin synthase D	1293	2	3	98.6754	98.5149	98.8359	0.245	False		JQX13_35810;JQX13_35820;AHI59107.1
CHM_09496	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000163	Streptomyces longisporoflavus	ACR50774.1	polyketide synthase	5630	4	5	98.6754	95.9289	99.9801	0.1983	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;ACR50774.1
CHM_05056	BGC0001857	Aspergillus sp. CLMG-2019a	burnettramic acid A	BGC0000113	Streptomyces caelestis	AAC46026.1	polyketide synthase modules 4 and 5	3654	1	3	98.6719	97.4738	99.87	0.2083	False		QBE85643.1;AAC46026.1;QBE85649.1
CHM_09501	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0002237	Aspergillus oryzae RIB40	AO090701000530		1891	4	5	98.6688	95.9289	99.9801	0.1992	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AO090701000530
CHM_04333	BGC0000113	Streptomyces caelestis	niddamycin	BGC0001005	Bacillus subtilis	AHI59108.1	locillomycin synthase A	2325	3	5	98.6683	96.4057	99.9017	0.2142	False		AAC46024.1;AAC46025.1;AAC46026.1;AHI59108.1;AAC46028.1
CHM_05738	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0002500	Streptomyces pactum	QPP46758.1	polyketide synthase	3584	1	3	98.6679	97.4246	99.9113	0.2033	False		AAD37452.1;QPP46758.1;AAC26134.1
CHM_07681	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002190	Acremonium chrysogenum ATCC 11550	ACRE_048110	6-hydroxy-D-nicotine oxidase-like protein	584	0	6	98.6664	96.3476	99.9754	0.1987	False		ACRE_048110;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_02875	BGC0001677	Penicillium roqueforti	mycophenolic acid	BGC0000040	Streptomyces neyagawaensis	AAZ94388.1	nodular polyketide synthase	4970	1	2	98.6623	98.6623	98.6623	0.2467	False		API82663.1;AAZ94388.1
CHM_07676	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000252	Streptomyces griseus subsp. griseus	AAD37452.1	putative ketoacyl reductase	533	0	6	98.6596	96.3476	99.9754	0.1993	False		AAD37452.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_08203	BGC0002324	Archangium violaceum	myxochelin B	BGC0000383	Photorhabdus laumondii subsp. laumondii TTO1	PluTT01m_09665	hybrid non-ribosomal peptide synthetase/type I polyketide synthase	4144	2	3	98.6585	98.5149	98.8022	0.2467	False		JQX13_35810;JQX13_35820;PluTT01m_09665
CHM_09059	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0001299	Sorangium cellulosum	ALD83702.1	tAT polyketide synthase	6271	2	3	98.6564	98.4768	98.8359	0.2467	False		AFJ52660.1;AFJ52712.1;ALD83702.1
CHM_07635	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000040	Streptomyces neyagawaensis	AAZ94386.1	modular polyketide synthase	2841	4	6	98.6542	95.6801	99.9754	0.1813	False		QPP46759.1;QPP46749.1;QPP46750.1;QPP46757.1;AAZ94386.1;QPP46760.1
CHM_09088	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000186	Burkholderia thailandensis E264	BTH_II1666	polyketide synthase, putative	5566	1	3	98.6489	98.2388	99.0591	0.245	False		AFJ52660.1;BTH_II1666;AFJ52700.1
CHM_08221	BGC0002324	Archangium violaceum	myxochelin B	BGC0002869	Streptomyces sp. CB04723	HXS80_03465	non-ribosomal peptide synthetase	919	2	3	98.6414	98.5149	98.7679	0.2483	False		JQX13_35810;JQX13_35820;HXS80_03465
CHM_09111	BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	BGC0000117	Streptomyces avermitilis	BAB69189.1	luxR-family transcriptional regulatory protein	931	0	3	98.6414	98.5149	98.7679	0.2483	False		BAB69189.1;AFJ52712.1;AFJ52700.1
CHM_09486	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000967	uncultured Candidatus Entotheonella sp.	BAP05589.1	CalA	3785	4	5	98.6344	95.9289	99.9801	0.2033	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;BAP05589.1
CHM_09506	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000122	Nannocystis pusilla	AHN85651.1	Phn2	7362	4	5	98.6344	95.9289	99.9801	0.2033	False		QKW94305.1;QKW94294.1;QKW94304.1;QKW94281.1;AHN85651.1
CHM_02822	BGC0002869	Streptomyces sp. CB04723	Tripmycin A	BGC0000181	Bacillus velezensis FZB42	CAG23970.2	polyketide synthase type I	1287	1	3	98.6333	97.375	99.8916	0.2083	False		HXS80_03335;CAG23970.2;HXS80_03465
CHM_08426	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0001394	Myxococcus stipitatus DSM 14675	MYSTI_04322	polyketide synthase	5195	0	3	98.6296	98.0276	99.2317	0.2433	False		MYSTI_04322;H5968_00855;H5968_00880
CHM_07551	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000133	Amycolatopsis orientalis	AFI57030.1	exodeoxyribonuclease	734	0	6	98.6244	96.3476	99.9754	0.2027	False		AFI57030.1;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_08239	BGC0002324	Archangium violaceum	myxochelin B	BGC0000038	Streptomyces coelicolor A3(2)	CAC37880.1	putative diaminobutyrate-pyruvate aminotransferase	518	2	3	98.624	98.5149	98.7332	0.25	False		JQX13_35810;JQX13_35820;CAC37880.1
CHM_07746	BGC0002500	Streptomyces pactum	NFAT-133	BGC0002137	Streptomyces sp. NRRL F-3213	IF70_RS33790	FAD-dependent monooxygenase	504	0	6	98.6022	96.3476	99.9754	0.2047	False		IF70_RS33790;QPP46749.1;QPP46750.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_09675	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0000181	Bacillus velezensis FZB42	CAG23965.1	polyketide synthase type I	1590	3	5	98.5972	95.4244	99.9801	0.1983	False		QKW94305.1;QKW94294.1;QKW94304.1;CAG23965.1;QKW94285.1
CHM_08418	BGC0002480	Sphaerospermopsis sp. LEGE 00249	chlorosphaerolactylate D	BGC0002141	Streptomyces bottropensis DO-45	AKT74259.1	TxnA4	561	1	3	98.5863	98.1135	99.0591	0.25	False		H5968_00850;AKT74259.1;H5968_00880
CHM_02225	BGC0000122	Nannocystis pusilla	phenylnannolone A	BGC0000186	Burkholderia thailandensis E264	BTH_II1667	polyketide synthase, putative	1901	1	3	98.5851	97.759	99.4113	0.2417	False		AHN85651.1;BTH_II1667;AHN85644.1
CHM_07653	BGC0002500	Streptomyces pactum	NFAT-133	BGC0000954	Chondromyces crocatus	CAQ18834.1	polyketide synthase	2946	2	6	98.5835	96.3476	99.9017	0.218	False		QPP46759.1;QPP46749.1;CAQ18834.1;QPP46757.1;QPP46758.1;QPP46760.1
CHM_05676	BGC0000252	Streptomyces griseus subsp. griseus	nonactin	BGC0001677	Penicillium roqueforti	API82664.1	putative polyketide synthase	2305	2	3	98.5816	97.1722	99.9911	0.19	False		AAD37452.1;AAC26133.1;API82664.1
CHM_09624	BGC0002342	Myxococcus xanthus	myxofacycline C	BGC0001827	Sarocladium sp. 'schorii'	AWM95789.1	non-reduciing polyketide synthase methylorcinaldehyde synthase	2729	2	5	98.5811	96.2891	99.8209	0.2242	False		QKW94305.1;QKW94294.1;AWM95789.1;QKW94281.1;QKW94285.1
